CN-20100003,RIM Monitoring For SKCC_2010.01,30,RIM
CN-20100005,IMS_SKT Viatech,40,DC
CN-20100006,RIM Monitoring SKCC_2010.2,30,RIM
KR-20100001,TBD,10,AD
KR-20100008,SKCC MIS 시스템 운영 10,20,AM
CN-20100007,북경현대프로젝트,10,AD
KR-20100003,ERP-운영,20,AM
KR-20100005,SKL-사업지원-10,20,AM
KR-20100020,SKT 기기변경 수수료제도 변경에 따른 시스템 개발,20,AM
KR-20100016,SOC 관리시스템 개선,10,AD
CN-20100008,RIM Monitoring_SKCC_2010.03,30,RIM
CN-20100009,SK Tower 30F Service_CVG,20,AM
CN-20100004,GSC,20,AM
KR-20100006,POS프로젝트2010_SKN MA,20,AM
KR-20100007,POS프로젝트2010_자영주유소MA,20,AM
KR-20100009,ERP_SK에너지-10,20,AM
KR-20100010,ERP_SKES-10,20,AM
KR-20100011,ERP_SKHC-10,20,AM
KR-20100012,ERP_SKC-10,20,AM
KR-20100013,ERP_SKT-10,20,AM
KR-20100014,SKE-SKLMS,20,AM
KR-20100015,SKMC-MXMILE-10,20,AM
KR-20100017,SKT 국세청 전자세금계산서 제도개선,20,AM
KR-20100019,ICMS,20,AM
KR-20100022,CHR,20,AM
KR-20100024,CIMS,20,AM
KR-20100025,SKN 패션,20,AM
KR-20100026,Industry솔루션운영-기술지원-TCC,20,AM
KR-20100027,ITBS,20,AM
KR-20100032,SKT-PS2운영-10PS2,20,AM
KR-20100033,Ukey 2.0 Planning Project,10,AD
KR-20100034,SKT RA 개발-10,10,AD
KR-20100035,SKT TCS 개발-10,10,AD
KR-20100036,SKT ERP 개발-10,10,AD
KR-20100037,SK건설 전자결재 시스템 재구축,10,AD
KR-20100038,SKT 재판매 시스템 구축 프로젝트,10,AD
KR-20100039,CP정산 시스템 구조변경,10,AD
KR-20100040,SKE-경영지원-10,20,AM
KR-20100041,SKHC-경영지원-10,20,AM
KR-20100042,SKE-EncleanDW-10,20,AM
KR-20100043,SKN-전사지원무역-10,20,AM
KR-20100044,SKEC-경영지원-10,20,AM
KR-20100045,SKEC-토건사업관리-10,20,AM
KR-20100046,SKEC-플랜트사업관리-10,20,AM
KR-20100047,SKE-물류관리-10,20,AM
CN-20100010,Qianxun PDU Cable Delivery,40,DC
CN-20100014,상해화학CIC_爱思开能源国际贸易（上海）有限公司,90,OIM
CN-20100011,RIM Monitoring For SKCC_2010.04,30,RIM
CN-20100012,상해화학CIC_爱思开能源投资（中国）有限公司,90,OIM
CN-20100013,상해화학CIC_韩国SK能源株式会社上海代表处,90,OIM
CN-20100016,SK ES 27层 设备供货,50,SI(HW/SW)
CN-20100017,SK ES 27层 工程服务,20,AM
CN-20100015,RIM Monitoring For SKCC_2010.05,30,RIM
KR-20100048,ERP_SK에너지 -10,20,AM
KR-20100049,SKE-EncleanDW -10,20,AM
KR-20100052,SKE--SKLMS,20,AM
KR-20100054,SKE-경영지원--10,20,AM
KR-20100055,SKE-경영지원-- 10,20,AM
KR-20100057,SKN EM_Retail_10,20,AM
KR-20100059,SKN EM_Speedmate_10,20,AM
KR-20100061,SKN-정보통신-10,20,AM
KR-20100062,SKN-전사지원무역--10,20,AM
KR-20100063,SKEC-경영지원- 10,20,AM
KR-20100064,SKEC-토건사업관리- 10,20,AM
KR-20100065,SKEC-플랜트사업관리- 10,20,AM
KR-20100066,SKE-물류관리- 10,20,AM
KR-20100067,SKN-패션-10,20,AM
KR-20100068,ERP_SKT- 10,20,AM
KR-20100069,ERP_SKHC- 10,20,AM
KR-20100070,ERP_SKES- 10,20,AM
KR-20100071,ERP_SKC- 10,20,AM
KR-20100072,ERP_SK에너지- 10,20,AM
KR-20100075,SKE-경영지원- 10,20,AM
CC-20100004,General Cost_Telecom Biz Team,80,CC
CC-20100005,General Cost_Foreign Biz Team,80,CC
CC-20100006,General Cost_Finance Biz Team,80,CC
CC-20100007,General Cost_SK China Team_SK China,80,CC
CC-20100008,General Cost_SK China Team_RIM,80,CC
CC-20100009,General Cost_SK China Team-DC,80,CC
CC-20100010,General Cost_SK China Team-OIM,80,CC
CC-20100011,General Cost_Enterprise Solution Team,80,CC
CC-20100012,General Cost_Korea Biz Team,80,CC
CC-20100013,General Cost_Develop Pool Team,80,CC
CC-20100014,IBK_General Cost,80,CC
CC-20100015,Shenzhen ITS_General Cost,80,CC
CC-20100016,Huawei_M-Payment_General Cost,80,CC
CC-20100017,Huawei_Managed SVC_General Cost,80,CC
CC-20100018,Huawei_Vietnam Mobiphone_General Cost,80,CC
CC-20100019,U120_General Cost,80,CC
CC-20100020,Guang Xi_General Cost,80,CC
CC-20100021,CJ CGV_General Cost,80,CC
CN-20100018,GSC System Building in China,60,SI(AD)
KR-20100078,Industry솔루션운영-기술지원 -TCC,20,AM
KR-20100079,SKE-물류관 리-10,20,AM
KR-20100074,SKCC MIS 시스템운영 10,20,AM
KR-20100077,M 청구서 기능개선,10,AD
KR-20100080,SK텔레콤 INTRANET 운영,10,AD
KR-20100081,SK 에너지 품질업무시스템,10,AD
KR-20100082,SK Networks One Card 확산 프로젝트,10,AD
KR-20100084,MIS개발-10-2Q,10,AD
KR-20100083,MIS개발-10-2Q 프로젝트,10,AD
KR-20100091,SKN Speedmate 부품통합 구축,10,AD
KR-20100094,정보이용료 한도관리 기능개선,10,AD
KR-20100097,U.Key 2.0 구축 1단계,10,AD
KR-20100098,U.KEY 2.0 구축1단계,10,AD
KR-20100099,에스케이텔레콤 청구서 개발 및 관리프로세스 개선,10,AD
CN-20100024,RIM Monitoring_SKCC_2010.06,30,RIM
CN-20100022,SK China Portal Cabling,90,OIM
KR-20100073,SKMC-MXMILE- 10,20,AM
CN-20100021,SK China Conference Cabling,90,OIM
CN-20100023,SK China OA Delivery,90,OIM
KR-20100085,POS프로젝트2010_SKN  MA,20,AM
KR-20100087,SKT-PS2운영- 10,20,AM
KR-20100089,POS프로젝트2010_자영주 유소MA,10,AD
KR-20100090,건설 환관리시스템  구축,10,AD
KR-20100095,SKC 외화펌뱅 킹,10,AD
KR-20100100,SKMC F/S,10,AD
KR-20100103,SKHC-경영지원- 10,20,AM
KR-20100107,OPMD Eco-system  구축,10,AD
KR-20100111,판매점 Portal  구축,10,AD
KR-20100113,SKE LIBS사업 MES-Interface  구축,10,AD
CC-20100026,Pitech_General Cost,80,CC
CC-20100022,STX_General Cost,80,CC
CC-20100023,Navigation_General Cost,80,CC
CN-20100020,SH Chemical CIC (Highway Office Building),70,SI(AM)
CN-20100025,SK Energy China OA Delivery,90,OIM
CN-20100026,CVG OA Delivery,90,OIM
CC-20100025,City Bank_General Bank,80,CC
KR-20100101,SKCC MIS 시스템  운영 10,20,AM
KR-20100109,U.Key 2.0  구축 1단계,10,AD
KR-20100104,MIS개발-10-2Q  프로젝트,10,AD
KR-20100108,에스케이텔레콤 U.key 영업 조직 분리에 따른 일비용/월정산,10,AD
KR-20100110,미납채널경량화,10,AD
KR-20100088,Application품질관리 체계 강화 프로젝트,10,AD
CN-20100028,심천 e-Eye포탈구축,10,AD
CN-20100029,RIM Monitoring_skcc-201007~201012,30,RIM
CC-20100027,General Cost_事业1本部长,80,CC
CC-20100028,General Cost_事业2本部长,80,CC
CC-20100029,SKN 丹东物流中心设立,80,CC
CC-20100030,SKE 天津润滑油工厂自动化系统,80,CC
CN-20100034,SK china HR 프로젝트,10,AD
CN-20100032,Beijing CJ Delivery,50,SI(HW/SW)
CN-20100035,GSC System Automation,20,AM
CN-20100027,SK China Video CDN Service,40,DC
CN-20100036,Tianjin CJ Delivery,50,SI(HW/SW)
CN-20100030,GSC 运营-2010,10,AD
KR-20100093,OPMD Eco-system 구축,10,AD
KR-20100130,SKN-정보통신-10,10,AD
KR-20100117,SKE- SKLMS,20,AM
KR-20100119,SKMC-MXMILE - 10,20,AM
KR-20100135,SKN  EM_Retail_10,20,AM
KR-20100133,SKN EM_Oil_10,20,AM
KR-20100120,Industry솔루션운영-기술 지원-TCC,20,AM
KR-20100143,SKE-경영 지원-10,20,AM
KR-20100125,SKE-경영 지 원-10,20,AM
KR-20100127,SKE-물류 관리-10,20,AM
KR-20100132,SKHC-경영지 원-10,20,AM
KR-20100121,SKN-전사지원 무역-10,20,AM
KR-20100138,SKT-PS3 운영-2010,20,AM
KR-20100140,U.KEY 2.0 구축 2단계,20,AM
KR-20100139,OPMD Eco-system 구축,20,AM
KR-20100126,SKE-물 류관리-10,20,AM
KR-20100116,SKE-EncleanDW  -10,20,AM
KR-20100092,OPMD Eco-system 구 축,10,AD
KR-20100136,SK텔레콤 Intranet운영,20,AM
CN-20100039,SK China IT Security,50,SI(HW/SW)
CC-20100032,SK China group portal buildingoperating,80,CC
CC-20100031,Cheng Du TF_General Cost,80,CC
CN-20100040,GSC 자동화시스템구축,10,AD
KR-20100141,SK케미칼 e-총무 시스템 구축,20,AM
KR-20100142,SKN EM_ Speedmate_10,20,AM
KR-20100144,U.KEY 2.0 구축 2단계,10,AD
KR-20100145,POS 업무처리 개선,10,AD
KR-20100146,유통망관리체계 확립,10,AD
KR-20100147,SKT 재판매 시스템 고도화 사업,10,AD
KR-20100148,SK 텔레콤,10,AD
CN-20100037,Beijing CJ Service,70,SI(AM)
CN-20100038,Tianjin CJ Service,70,SI(AM)
CN-20100042,SKT China Office Service,20,AM
CN-20100019,SK Tower 39F Reception Room Conference Call,90,OIM
KR-20100106,POS프로 젝트2010_SKN  MA,20,AM
CN-20100043,SK Tower 26F 2nd Network Service,20,AM
CN-20100044,SK Tower 30 35F 2nd Network Service,20,AM
KR-20100122,SKEC- 경영지원-10,20,AM
KR-20100123,SKEC-토건사업관리-10,10,AD
KR-20100124,SKEC-플랜트사업관리-10,10,AD
KR-20100155,U.KEY 2.0 구축 2단계,10,AD
KR-20100156,Industry솔루션운영- 기술지원-TCC,20,AM
KR-20100157,단말기재고관리 고도화,10,AD
CC-20100037,Jinma Apartment IT Delivery,80,CC
KR-20100112,SKT Click e-HR 고도화,10,AD
KR-20100149,MiUT 상담 기능 개선,10,AD
KR-20100150,SKE- 경영 지 원-10,20,AM
KR-20100151,SKL- 사업지원-10,20,AM
KR-20100152,SKE- 소매영업-10,20,AM
KR-20100153,SKE- 물류관리-10,20,AM
KR-20100171,U.KEY 2.0 구축 2단계,10,AD
KR-20100173,POS 업무처리 개선,20,AM
KR-20100179,유통망관리체계 확립,20,AM
CC-20100038,Helpdesk  General Cost,80,CC
CC-20100039,CHR General Cost,80,CC
CC-20100035,한웰 중국법인(다이소) 통합 ERP 구축 사업,80,CC
CN-20100047,CN-20100047,20,AM
CN-20100045,SKN 沈阳-北京 专用线增设,20,AM
